folioviv,gasto_total_trimestral,tortilla,perfume,proporcion_tortilla,proporcion_perfume
1509897704,74601.99,617.14,NA,0.008272433483342737,NA
2901884904,20420.17,591.41,NA,0.028962050756678324,NA
2803563502,7148.04,128.57,NA,0.01798674881505979,NA
2102674604,71294.83,NA,NA,NA,NA
2900043401,21447.32,707.0999999999999,580.64,0.032969154188029086,0.027072846397591867
2502825502,17847.33,964.25,NA,0.054027689295821836,NA
400933502,24567.4,591.41,NA,0.024072958473424128,NA
560201423,14340.02,NA,NA,NA,NA
1603364424,32782.14,NA,NA,NA,NA
2103483401,22944.52,1735.6899999999998,NA,0.07564725694850011,NA
2360209714,8571.039999999999,205.71,NA,0.02400058802665721,NA
908729202,14151.06,1002.8199999999999,NA,0.07086536273607771,NA
2901108618,16992.03,514.27,42,0.03026536558610125,0.002471747048469194
2500737504,21557.54,186.42,NA,0.008647554405558333,NA
801809601,24589.49,578.55,NA,0.023528344833504067,NA
3201349615,20917.79,617.12,NA,0.029502160601096002,NA
1860373615,6171.82,269.96999999999997,NA,0.04374236448891899,NA
1160229811,15577.34,NA,NA,NA,NA
2062549916,8526.39,NA,NA,NA,NA
2200137004,27050.27,1002.83,NA,0.03707282773887285,NA
1603043418,42188.63,334.28,NA,0.00792346184268131,NA
400163305,16794.85,385.68,NA,0.02296418247260321,NA
1760178008,28179.34,2185.66,NA,0.07756249791513924,NA
1960402204,10828.39,NA,NA,NA,NA
3160447920,12378.49,NA,145.16,NA,0.011726793817339595
502156206,27861.59,501.41999999999996,NA,0.01799681927700465,NA
160136310,10363.73,1208.55,NA,0.11661342007173094,NA
1411418013,21753.5,501.41999999999996,NA,0.023050083894545704,NA
3010580408,12623.74,359.98,NA,0.0285161132913067,NA
2302986812,37553.55,205.7,NA,0.005477511446987035,NA
2202778512,11327.98,359.98,72.58,0.031777951585366504,0.006407144080409747
3260547906,4388.5,NA,NA,NA,NA
860897519,11753.35,578.55,NA,0.049224263720556265,NA
3103923008,24931.079999999998,1002.8399999999999,NA,0.04022449087644819,NA
1002390602,10255.52,424.25,NA,0.04136796573942618,NA
1300442803,19734.89,1124.97,330,0.057004118087306294,0.016721653883046726
1302088206,5966.45,NA,NA,NA,NA
600176204,15907.32,745.6800000000001,NA,0.04687653231342552,NA
808029410,7579.94,102.85,NA,0.013568708987142379,NA
204125604,8294.1,437.13,NA,0.05270372915687054,NA
1800468404,51848.44,449.95,NA,0.00867817816698053,NA
360087411,54364.27,NA,NA,NA,NA
1108427210,23421.4,1517.08,2322.58,0.064773241565406,0.09916486631883661
1100499703,15073.02,925.6800000000001,NA,0.06141304131487917,NA
1760357311,6453.6,642.83,NA,0.09960797074501054,NA
1002697621,23395.21,308.57,750,0.01318945202885548,0.0320578443194141
2060499308,19574.93,179.99,348.38,0.009194924324122743,0.017797253936540258
2300535405,13232.59,1221.3899999999999,NA,0.09230165825435534,NA
2603187904,9559.78,192.85,NA,0.02017305837582036,NA
760284215,3659.52,NA,NA,NA,NA
260094608,16535.79,385.7,NA,0.023325163176358674,NA
1109160303,18482.06,1234.24,NA,0.06678043464851861,NA
2301957305,14030.46,NA,NA,NA,NA
2900423802,11427.2,263.57,NA,0.023065142817138055,NA
1001920606,62551.84,NA,NA,NA,NA
2001127510,23481.77,867.8,2032.25,0.03695632824953144,0.08654586089549467
2960167217,7441.75,NA,NA,NA,NA
807285703,48478.2,102.85,NA,0.002121572170583891,NA
2404184014,14332.199999999999,1002.84,NA,0.06997111399506008,NA
1606032620,19001.62,1157.1,NA,0.060894807916377656,NA
2402021804,44357.5,514.28,630,0.011593980724792875,0.01420278419658457
2602032802,60487.51,127.28,NA,0.002104236064602428,NA
1414124408,36294.27,NA,NA,NA,NA
761814312,4539.21,NA,NA,NA,NA
1405617706,145289.51,77.14,NA,5.309399143819812e-4,NA
1522452603,10572.68,539.9399999999999,NA,0.05106935989739592,NA
1606000511,12481.33,719.9599999999999,NA,0.057682955261979287,NA
1300735801,7511.45,321.4,NA,0.04278801030426881,NA
2301980903,12907.82,719.98,NA,0.05577859003301874,NA
3160007323,12418.05,482.1,NA,0.038822520444031075,NA
1801101617,82570.94,NA,3000,NA,0.03633239490794219
102141006,23479.25,707.13,58.06,0.030117231172205244,0.002472821746861591
1160532623,16213.33,192.85,NA,0.011894533695422224,NA
3102911504,40794.159999999996,347.13,NA,0.008509306234029578,NA
660013601,20199.63,977.11,NA,0.04837266821223953,NA
860897203,24814.58,822.84,1451.61,0.03315953765890859,0.05849826996870387
3008045414,9759.3,835.6999999999999,NA,0.0856311415777771,NA
2062504719,8863.96,1619.94,NA,0.1827557886091544,NA
502271002,20671.87,167.14,NA,0.008085383663887205,NA
660024702,63274.79,1285.67,NA,0.020318834720747393,NA
160106514,6400.87,NA,NA,NA,NA
905549004,88723.24,NA,6096.77,NA,0.06871671954270381
1605673013,48206.4,1832.11,NA,0.038005534534833546,NA
2901323506,13808.63,822.8399999999999,NA,0.059588822352398464,NA
1260597224,14152.76,NA,NA,NA,NA
1604005505,16112.619999999999,1259.93,NA,0.07819522833654614,NA
2701176407,21070.37,0,NA,0,NA
660054211,56626.91,NA,NA,NA,NA
207567321,27657.21,1427.1299999999999,145.16,0.051600649523216545,0.005248540977199074
600331901,21170.56,584.99,223.54,0.027632240243054506,0.010559002690528733
802870206,34306.52,332.99,NA,0.009706318215895989,NA
1760357308,11577.5,308.54999999999995,NA,0.026650831353919237,NA
1461351424,10013.66,925.69,46.45,0.09244272324005409,0.00463866358554215
401316724,43950.21,514.25,300,0.011700740451524578,0.006825905951302622
1700486006,38680.1,102.85,NA,0.0026589900232936317,NA
918502702,40998.93,231.42000000000002,NA,0.005644537552565397,NA
1200587603,9336.12,1092.84,NA,0.1170550507062891,NA
1103674802,29989.05,NA,NA,NA,NA
660076407,15927,771.4,NA,0.04843347774219878,NA
601256611,9476.61,89.99,NA,0.009496011759479391,NA
3102393301,48272.25,218.57,174.19,0.004527860209540678,0.0036084914210545395
2303248004,29602.899999999998,745.6700000000001,NA,0.02518908620439214,NA
260023715,12523.24,655.6999999999999,NA,0.05235865478901626,NA
500135805,10435.66,NA,NA,NA,NA
1602300502,16980.94,276.4,NA,0.01627707300067016,NA
1960145511,41951.16,282.84,NA,0.006742125843480847,NA
3103327424,6391.03,1349.95,NA,0.2112257335672028,NA
1002939013,15825.93,617.12,NA,0.038994232882364574,NA
2761017510,16526.13,269.99,232.25,0.01633715818524966,0.01405350193905046
2900314305,36535.35,1131.39,NA,0.03096699497883557,NA
2700933010,16541.61,269.96999999999997,NA,0.016320660443572298,NA
2000722004,17984.36,964.27,NA,0.053617142895271225,NA
101548902,10615.81,218.56,NA,0.020588160488931133,NA
300889017,46551.66,578.55,NA,0.012428128234310009,NA
100326303,34819.28,154.28,NA,0.004430878524771334,NA
1760080505,24107.72,887.12,NA,0.036798170876383166,NA
2760871310,3110.29,167.14,NA,0.05373775435731073,NA
2603231605,28287.09,334.28,NA,0.011817405042370919,NA
2601876302,18423.17,0,NA,0,NA
660017901,4735.64,424.24,NA,0.08958451233624178,NA
860309021,56188.53,167.14,NA,0.0029746284517498498,NA
1060023613,14622.89,925.6800000000001,177,0.06330349199098127,0.012104310433847208
2200186803,17297.43,0,NA,0,NA
1060385609,6757.28,NA,NA,NA,NA
2103759703,18192.39,231.42000000000002,1530,0.012720703546922642,0.08410109941574472
2404184811,56373.03,501.41999999999996,NA,0.00889467889166149,NA
207194311,25147.21,668.56,NA,0.026585851869849575,NA
1404117602,32002.19,102.85,NA,0.003213842552650303,NA
915463604,25541.7,848.52,NA,0.03322096806398948,NA
2860381204,9041.869999999999,964.25,NA,0.10664276305675707,NA
102134206,45848.76,565.7,NA,0.012338392575938804,NA
1203709004,30889.3,NA,NA,NA,NA
1002550005,34467.23,321.42,NA,0.009325379498149402,NA
1516247806,19350.07,1118.55,NA,0.057805992433102305,NA
2701712623,24874.829999999998,797.1,NA,0.03204444010270623,NA
101618004,9313.03,128.57,NA,0.013805388793980045,NA
1562046918,9040.08,449.98,NA,0.04977610817603384,NA
1460198616,21001.39,1709.98,NA,0.0814222296714646,NA
400593401,25076.87,122.14,NA,0.004870623805921553,NA
1302475201,12161.31,437.13,NA,0.0359443184985828,NA
300336202,43045.23,269.98,929.03,0.006272007374568564,0.02158264690419821
600902905,7300.99,366.39,NA,0.05018360523709798,NA
2102885004,69049.87,NA,870.96,NA,0.012613492248428565
500876204,15279.89,359.99,NA,0.023559724579169092,NA
2602247905,12286.48,115.71,NA,0.009417668852266883,NA
762433315,6276.54,NA,NA,NA,NA
560360023,13661.99,462.85,NA,0.033878666285072676,NA
2900592806,8254.88,115.71,NA,0.014017163181051694,NA
1103836405,18571.56,295.71,NA,0.01592273346988621,NA
1060389322,24710.11,1504.2599999999998,NA,0.06087629719171626,NA
1660138005,24504.56,128.57,NA,0.005246778558766205,NA
160144816,19331.13,1928.55,NA,0.09976395585772792,NA
760426302,3088.79,NA,NA,NA,NA
560375904,8780.7,1234.25,NA,0.14056396414864417,NA
1910821211,17825.22,192.85,NA,0.010818940804096667,NA
506619519,131434.06,617.13,NA,0.004695358265581996,NA
260109019,76139.43,192.85,NA,0.0025328532141624914,NA
2900592803,5926.88,NA,NA,NA,NA
3260525519,20470.16,NA,NA,NA,NA
360134807,8688.76,NA,NA,NA,NA
1901329003,148689.59,NA,NA,NA,NA
460024320,16243.17,771.4,NA,0.04749072994988047,NA
1160853613,15799.27,NA,NA,NA,NA
101511401,24215.96,822.8299999999999,NA,0.03397883049030474,NA
503413606,18827.79,1169.98,1500,0.06214112224536177,0.07966946731400765
803652601,19809.4,0,NA,0,NA
1360744502,2792.86,NA,NA,NA,NA
2100516604,49538.16,244.27999999999997,750,0.004931148028106009,0.015139843708365429
2801275606,6831.9,359.98,NA,0.05269105226950044,NA
1516778001,55666.12,2834.92,261.29,0.050927206710293445,0.004693878430901956
200391204,15641.95,719.97,NA,0.04602814866432894,NA
703481913,19230.94,1041.4099999999999,NA,0.054152839122788586,NA
2105916202,3876.34,321.41999999999996,NA,0.08291842304854578,NA
1760175611,13888.74,835.6999999999999,NA,0.06017104503360276,NA
703409305,28128.59,3021.39,NA,0.10741348926483694,NA
207826419,12249.68,1079.96,NA,0.08816230301526244,NA
900206706,39329.409999999996,1799.98,NA,0.045766768431054525,NA
1161051616,14039.85,899.98,NA,0.06410182444969141,NA
860731207,19317.14,771.4,NA,0.03993344770499153,NA
3160352623,13618.93,NA,NA,NA,NA
2503584405,15685.19,867.81,NA,0.055326712650595876,NA
801992204,8351.92,615.85,NA,0.07373753580015134,NA
301055709,14331.32,1311.4099999999999,NA,0.0915065744118476,NA
2504746524,5533.38,964.27,NA,0.17426419295258955,NA
2401409801,168538.87,276.41,3600,0.0016400371024203498,0.021360057771836253
1203127403,18178.42,1349.95,NA,0.07426112940508582,NA
702560807,7284.28,1799.98,NA,0.24710472414569457,NA
460198021,1028.17,NA,NA,NA,NA
2460778417,2736.4,NA,NA,NA,NA
1361246322,7914.48,NA,NA,NA,NA
1300929805,21483.079999999998,462.84000000000003,NA,0.02154439679971401,NA
1702467210,44520.1,385.7,NA,0.00866350255277953,NA
807004702,51810.44,205.71,NA,0.003970435302228663,NA
2602165706,22843.14,385.71,NA,0.01688515676916571,NA
903136403,9670.58,154.28,NA,0.015953541566276274,NA
1661348301,16691.01,0,NA,0,NA
100869504,45574.51,231.40999999999997,1306.45,0.005077619046260727,0.02866624347689092
1060266918,15377.68,771.41,NA,0.050164264050233845,NA
2760381215,21562.06,449.96,130.64,0.020868135975876143,0.00605879030111223
2460765412,4777.63,NA,NA,NA,NA
2901778202,67048.81,501.40999999999997,NA,0.0074782833580491585,NA
2560125509,21969.04,835.6899999999999,NA,0.03803944095873101,NA
2501610805,3031.19,642.8499999999999,NA,0.21207842464510634,NA
801337004,31243.02,167.14,374.51,0.00534967490338642,0.01198699741574278
1261149905,3679.71,NA,NA,NA,NA
2503918503,16345.09,192.84,0,0.011798038432336561,0
918296204,13133.59,154.28,NA,0.01174697854889638,NA
260067802,28474.83,392.13,1260,0.013771109432435593,0.04424960570440631
2104512523,11691.31,964.24,NA,0.08247493223599409,NA
1560333909,16737.65,617.14,NA,0.03687136485707372,NA
401446914,79158.58,NA,NA,NA,NA
2105082804,4283.41,NA,NA,NA,NA
1002835821,56829.1,758.55,NA,0.013347915064641178,NA
460110919,8693.12,964.25,NA,0.11092105020982108,NA
2302401906,164896.73,822.84,NA,0.004990032246242846,NA
2560066501,27180.51,1285.69,NA,0.047301908610250513,NA
1703325711,7467.48,NA,NA,NA,NA
2601330203,10230.33,462.85,232.25,0.045242919827610646,0.022702102473722743
301376908,34610.46,449.99,NA,0.013001560799827568,NA
916531903,11133.699999999999,NA,NA,NA,NA
1002685023,24155.46,475.7,NA,0.019693270175769786,NA
805295305,7253.28,899.99,NA,0.12408041603247083,NA
2760428511,4878.2,NA,NA,NA,NA
2900645704,11209.73,591.4,NA,0.05275773814355921,NA
1400202401,48745.52,179.99,NA,0.00369244189004446,NA
301119419,15952.64,771.4,NA,0.04835563267271122,NA
2606623513,15584.77,205.71,NA,0.013199424823080482,NA
1560626213,13172.52,NA,NA,NA,NA
3103547223,13234.1,1349.92,NA,0.10200315850718976,NA
2901211003,16236.22,1388.52,NA,0.08551990549524459,NA
1960389711,16905.81,0,NA,0,NA
2700337005,20972.24,372.84000000000003,NA,0.017777786254591785,NA
2760101706,8554.75,308.56,NA,0.03606885063853415,NA
3103064708,11573.96,128.57,NA,0.011108557485942581,NA
2202140504,21263.91,899.95,NA,0.04232288417323061,NA
1960206025,8135.47,NA,NA,NA,NA
2760869221,6902.6,385.68,NA,0.055874597977573666,NA
500246905,48815,462.84999999999997,NA,0.009481716685445047,NA
918396805,39571.46,179.99,NA,0.004548480142001331,NA
401499905,12589.99,411.42,0,0.03267834207969983,0
660026205,22077.43,1092.82,NA,0.049499420901798805,NA
3201558003,42026.450000000004,912.8199999999999,580.64,0.021720131012731264,0.013816061075822486
2806852302,11541.28,1337.12,1103.22,0.1158554337127251,0.09558905078119584
1103096206,36033.6,462.85,NA,0.012844955819013366,NA
2701967906,8558.98,533.55,NA,0.062338035607046635,NA
401403405,19413.579999999998,1889.95,NA,0.09735195672307737,NA
910162901,15332.32,257.14,NA,0.016771108351508447,NA
2560066501,27180.51,1285.69,NA,0.047301908610250513,NA
1302353017,16213.84,1838.54,NA,0.11339324922411964,NA
601273805,28993.27,809.95,NA,0.02793579337549714,NA
1413909217,97570.17,89.99,290.32,9.223105791452449e-4,0.002975499581480692
2002652314,8497.869999999999,NA,NA,NA,NA
2807467621,35322.55,539.97,300,0.015286835180359289,0.008493158053424795
2660313813,11654.6,385.71,NA,0.033095086918469956,NA
1603797818,24675.88,1169.98,720,0.04741391188480411,0.029178290703310277
1908071004,4996.07,NA,NA,NA,NA
1602936410,25844.75,1002.8399999999999,NA,0.038802464717205616,NA
1760352919,26805.64,1799.98,NA,0.06714930141567223,NA
704018623,3434.84,NA,NA,NA,NA
506582519,15048.96,385.7,NA,0.025629678064132008,NA
1302475204,28697.36,0,NA,0,NA
3104013905,18986.01,1067.0900000000001,NA,0.05620401548297932,NA
1403314306,41257.83,668.56,NA,0.016204439254318512,NA
1406321204,30898.239999999998,938.54,NA,0.030375192891245587,NA
1602300505,21855.3,353.56,NA,0.016177311681834613,NA
860731208,12601.539999999999,0,NA,0,NA
205632902,29557.48,771.42,NA,0.026098977314710184,NA
704621601,75398.77,668.56,4800,0.008866988148480404,0.06366151596372195
205700206,32651.71,899.97,NA,0.027562721829882723,NA
2700795605,41802.11,192.85,NA,0.00461340348609197,NA
1302476511,14426.86,1517.08,NA,0.10515663144994822,NA
1160652320,15238.48,694.27,NA,0.045560318351961615,NA
2600554401,14970.35,257.14,NA,0.017176619117121508,NA
500124003,14816.07,NA,NA,NA,NA
2808203311,19976.5,0,NA,0,NA
1302454407,11969.88,1851.4099999999999,NA,0.1546723943765518,NA
2300545006,19230.37,385.7,NA,0.020056816379508038,NA
2660595323,13787.8,NA,NA,NA,NA
260256613,14262.23,NA,NA,NA,NA
1523514902,34705.96,462.84000000000003,NA,0.013336037960050668,NA
1060652220,111207.66,NA,NA,NA,NA
808679224,11988.17,964.25,NA,0.08043346065329404,NA
2501519401,5692.69,385.71,NA,0.06775531427146042,NA
2603010203,31701.94,257.14,NA,0.008111175530582672,NA
400864303,1196.19,NA,NA,NA,NA
1703111619,21706.11,1285.6999999999998,NA,0.059232170112470624,NA
2302035304,41391.57,1163.54,1451.61,0.02811055487868665,0.03507018458106324
860071222,9923.22,822.84,NA,0.0829206648648322,NA
401331805,86704.32,295.7,462,0.0034104413713180607,0.005328454222350166
1104657506,28373.52,1877.12,NA,0.06615745949039809,NA
2504705818,14896.68,514.28,NA,0.03452312864342927,NA
1560616421,12987.74,668.56,NA,0.0514762383601766,NA
2601855501,84295.91,NA,NA,NA,NA
2260316515,2675.2599999999998,0,NA,0,NA
1410251218,16772.32,282.83,NA,0.016862902687284763,NA
1700562001,10171.35,713.55,NA,0.07015292955212435,NA
2000096704,78418.61,1079.94,NA,0.013771475928991856,NA
1361141411,2504.68,NA,NA,NA,NA
2104512602,16107.76,385.7,NA,0.023944980555955637,NA
1302451708,4776.39,1002.8399999999999,NA,0.20995772958238332,NA
703874618,9087.34,809.96,300,0.08913059267068252,0.033012960888444805
801503902,12851.08,257.14,NA,0.0200092132334403,NA
2460115819,5555.84,NA,NA,NA,NA
1520971305,92769.51,NA,NA,NA,NA
601091506,52843.39,347.13,NA,0.006569033515828564,NA
260123823,20484.57,192.85,NA,0.009414403133675737,NA
504065004,6310.17,617.12,NA,0.0977976821543635,NA
2860303908,22177.62,835.6999999999999,NA,0.03768213180674933,NA
1203414915,14294.25,1427.0900000000001,NA,0.09983664760305719,NA
2804313002,21613.16,951.39,NA,0.04401901434126245,NA
301256517,26593.87,NA,NA,NA,NA
2260229605,9936.96,NA,NA,NA,NA
3062626423,23618.260000000002,1517.06,63.87,0.06423250485006092,0.0027042635655632544
3100345806,20623.73,597.8100000000001,NA,0.028986512139171725,NA
601507821,18735.4,192.84,NA,0.010292814671691023,NA
2461079915,12329.57,1259.93,NA,0.1021876675342287,NA
200338001,44852.38,167.14,NA,0.003726446623345294,NA
2503121803,38866.76,212.13,NA,0.005457877116590114,NA
1360826307,19538.82,NA,NA,NA,NA
1561808408,14000.84,462.84000000000003,NA,0.03305801651900886,NA
2060245711,4535.46,359.99,NA,0.07937232386571594,NA
703882208,10766.49,1105.68,NA,0.10269642195367293,NA
2460773811,15147.78,506.55999999999995,NA,0.03344120392559173,NA
3103642316,11124.25,880.6800000000001,NA,0.07916758433152797,NA
1561762514,10952.39,771.41,NA,0.07043302877271536,NA
2202778415,31146.7,1465.65,NA,0.04705634946880408,NA
260063820,32124.87,218.57,NA,0.006803762941297506,NA
1960479417,37660.04,167.14,NA,0.004438125928703208,NA
660039012,10959.65,449.95,NA,0.041055143184317015,NA
1603457802,31567.06,1465.68,240,0.046430678054909136,0.007602861970674494
2201707705,16508.2,1491.42,NA,0.09034419258307992,NA
703874812,13704.7,501.41999999999996,330,0.03658744810174611,0.024079330448678188
761890908,5091,NA,NA,NA,NA
3102624805,17219.3,372.82,NA,0.021651286637668198,NA
3160249405,13951.91,771.39,203.22,0.05528920413047389,0.01456574762881928
360119401,12986.78,205.71,NA,0.015839954168777787,NA
2603242201,12166.960000000001,192.85,NA,0.01585030278722047,NA
100677803,35371.26,179.99,NA,0.005088594525612037,NA
100074205,18795.43,231.42000000000002,NA,0.012312567469858366,NA
2202996003,15767.35,167.14,NA,0.010600386241188278,NA
2160939723,12479.92,NA,180,NA,0.014423169379290893
2901320001,64432.13,89.99,NA,0.001396663434842213,NA
2807924612,3788.2799999999997,1157.1,NA,0.3054420475783205,NA
2106680620,18485.45,1484.98,NA,0.080332369512238,NA
1902200603,23679.05,938.53,108,0.03963545834820231,0.0045609937898691034
601296617,20418.07,771.4,NA,0.03778026032822887,NA
100761303,8685.76,771.4,NA,0.08881203256824964,NA
2503768602,19963.61,674.96,NA,0.033809516415117306,NA
3202173004,29184.56,1079.98,NA,0.0370051835628154,NA
2504550907,20891.12,1285.67,NA,0.061541458763340606,NA
2260572024,11871.79,192.85,NA,0.01624439111540888,NA
1702671024,17280.23,179.99,NA,0.010415949324748573,NA
101179606,20271.39,NA,NA,NA,NA
2402599703,25965.12,925.71,NA,0.03565205937811957,NA
260374206,9069.05,321.41999999999996,1161.29,0.035441418891725154,0.12804979573384204
2160569820,14268.24,771.42,NA,0.05406553295991657,NA
2202438422,14461.01,1671.4099999999999,NA,0.11558044700888803,NA
601296002,20786.829999999998,848.52,NA,0.04082007694294897,NA
760002812,19082.05,874.27,NA,0.04581635620910751,NA
505002604,13140.77,302.13,750,0.022991803372252918,0.057074281035281796
2960062514,21557.91,NA,NA,NA,NA
300820710,13018.62,617.13,NA,0.04740364186065804,NA
1204009711,14127.72,1337.11,NA,0.09464442953286163,NA
1760018914,6269.76,777.8399999999999,NA,0.12406216505894961,NA
3009949422,14838.39,1311.3799999999999,NA,0.08837751265467479,NA
3260684818,20201.9,1060.71,NA,0.052505457407471576,NA
2604005202,47813.12,848.56,NA,0.0177474299941104,NA
506611823,20713.63,578.55,540,0.027930884156953655,0.02606979076096271
2503582003,13897.31,578.55,NA,0.04163035868092458,NA
3160009720,13867.07,NA,NA,NA,NA
2104456323,12772.75,1542.84,NA,0.12079152884069601,NA
